ID,YearQrtr,Asset Growth Rate ,Gross Loans/ Assets ,Deposit Growth Rate ,Loans/ Deposits ,Interest Income/ Avg Assets ,Interest Expense/ Average Assets ,Net Interest Income/ Avg Assets ,Noninterest Income/ Average Assets ,Net Interest Margin ,Yield/ Cost Spread ,Operating Expense/ Operating Revenue ,Risk Based Capital Ratio ,Equity/ Assets ,Reserves/ NPAs ,Yield on Loans and Leases ,Cost of Funds , Change in Assets , Change in Deposits ,Net Chargeoffs/ Avg Loans ,Yield on Earning Assets ,Cost of Interest-bearing Liabilities ,Yield/ Cost Spread ,Yield on Securities & Other Assets ,Yield on Debt and Equity Securities ,Yield on Other Assets ,Cost of Int-bearing Deposits ,Cost of Borrowings ,Cost of Time Deposits > $250K ,Cost of Other Time Deposits ,Earning Assets/ IBL ,Liquidity Ratio ,Liquid Assets/ Assets ,One Year Gap/ Assets ,Asset-weighted Securities & Other Yield ,Asset-weighted Loan Yield ,Asset-weighted Securities Yield ,Liab-weigh Cost of Int-bear Dep ,Liability-wtd Borrowing Cost ,Asset-weighted Other Asset Yield ,ROAA ,U.S.Avg Rate _1Yr10K_CD,U.S.Avg Rate _5Yr10K_CD
BNk743,2018Q1,2.56,65.43,8.95,87.2,3.12,1.26,1.86,0.51,1.91,1.37,111.03,24.13,11.94,92.55,4.18,1.42,0.64,2.24,0.01,3.21,1.84,1.37,2.06,2.2,1.92,1.31,4.92,1.42,1.49,110.92,32.59,28.7,-27.71,0.95,2.26,0.52,1.12,0.73,0.43,-0.14,1.5,2.5
BNk744,2018Q1,0.01,44.48,0.99,57.8,2.81,0.5,2.31,0.21,2.49,2.36,67.02,54.39,21.57,18.47,3.76,0.65,0,0.25,0.42,3.02,0.67,2.36,2.35,2.54,1.36,0.67,,1.37,1.07,122.08,57.15,44.82,-9.46,1.23,1.8,1.12,0.67,,0.11,0.73,1.25,
BNk745,2018Q1,-0.32,75.07,9.71,89.59,3.66,0.55,3.11,0.42,3.26,3.12,84.96,13.39,7.73,59.52,4.22,0.6,-0.08,2.43,0.01,3.83,0.71,3.12,2.35,2.25,2.87,0.59,1.72,1.94,1.63,124.97,22.42,20.69,-2.17,0.49,3.34,0.39,0.53,0.19,0.1,0.4,0.25,1.5
BNk746,2018Q1,-9.36,53.45,-8.79,61.49,3.68,0.6,3.08,1.36,3.34,3.25,72.65,19.42,11.41,38.05,5.39,0.65,-2.34,-2.2,0.02,3.99,0.75,3.25,2.11,2.27,1.55,0.73,1.9,0.28,2.37,122.09,20.19,17.89,-32.08,0.89,3.1,0.74,0.72,0.03,0.15,1.07,0.2,1.51
BNk747,2018Q1,-2.68,82.93,-4.11,93.47,3.87,0.45,3.42,0.89,3.6,3.34,58.75,13.43,10.87,116.99,4.41,0.51,-0.67,-1.03,0.33,4.08,0.74,3.34,1.82,2.2,1.41,0.74,1.48,1.35,1.13,155.04,8.99,8.01,21.26,0.24,3.84,0.15,0.74,0,0.09,1.22,,
BNk748,2018Q1,-5.94,30.81,-7.16,41.46,2.98,0.14,2.84,0.02,2.87,2.82,111.48,113.5,25.45,19.04,5.06,0.19,-1.48,-1.79,0.02,3.01,0.19,2.82,2.06,2.99,1.57,0.19,,0,0.38,134.22,91.94,68.54,31.93,1.41,1.6,0.71,0.19,,0.7,-0.23,,
BNk749,2018Q1,5.35,78.57,6.11,90.94,3.87,0.44,3.43,0.35,3.68,3.57,74.1,14.75,11.83,96.84,4.53,0.51,1.34,1.53,0.09,4.16,0.59,3.57,2.04,2.27,1.57,0.58,1.76,1.38,0.88,124.8,17.1,15.08,16.72,0.31,3.85,0.23,0.57,0.02,0.08,0.71,0.6,1.5
BNk750,2018Q1,2.43,51.16,1.87,60.53,2.93,0.36,2.57,0.31,2.7,2.59,50.02,36.65,14.67,163.81,4.09,0.42,0.61,0.47,0,3.07,0.48,2.59,1.87,2.1,1.72,0.48,,0.97,0.84,130.45,51.52,43.96,8.61,0.85,2.22,0.38,0.48,,0.48,1.03,0.8,
BNk751,2018Q1,-0.48,69.65,-3.67,88.76,3.67,0.56,3.1,0.66,3.4,3.25,76.91,18.46,12.5,236.05,4.61,0.66,-0.12,-0.92,0,4.02,0.77,3.25,2.22,2.54,2.04,0.6,2.3,0.43,0.79,121.95,14.74,12.9,2.66,0.55,3.46,0.23,0.54,0.23,0.32,0.31,,
BNk752,2018Q1,2.55,43.82,7.33,51.23,3.79,0.46,3.33,1,3.73,3.56,89.6,25.83,13.04,30.79,5.81,0.53,0.64,1.83,0.14,4.24,0.68,3.56,2.74,2.84,2.2,0.68,,0.5,1.17,133.42,34.8,30.26,-31,1.4,2.84,1.22,0.68,,0.18,0.36,1.3,
BNk753,2018Q1,0.1,73.94,-6.43,96.44,3.67,0.36,3.31,1.55,3.65,3.42,63.9,14.35,13.24,85.37,4.47,0.42,0.02,-1.61,0.18,4.05,0.63,3.42,2.14,2.25,1.83,0.35,2.47,1.08,0.65,155.13,17.74,15.39,43.29,0.38,3.67,0.3,0.3,0.32,0.09,1.2,1.4,1.21
BNk754,2018Q1,98.28,49.63,116.27,55.82,3.18,0.97,2.21,0.2,2.23,1.79,91.53,23.67,10.64,,4.19,1.16,24.57,29.07,0.22,3.2,1.41,1.79,1.97,2.28,1.53,1.41,,1.77,1.49,153.18,56.54,50.53,25.1,0.88,2.32,0.6,1.41,,0.28,0.02,,
BNk755,2018Q1,,73.85,,86.66,4.1,0.58,3.52,0.72,3.74,,76.25,12,6.25,449.1,5.02,0.67,,,0.02,4.35,,,1.89,1.74,3.05,0.43,,,,127.45,8.46,7.93,-36.19,0.41,3.95,0.33,,,0.07,0,0.29,
BNk756,2018Q1,-5.6,71.12,-4.59,84.92,3.46,0.4,3.07,0.91,3.28,3.1,62.49,15.36,9.41,64.91,4.17,0.44,-1.4,-1.15,-0.05,3.7,0.61,3.1,2.22,2.26,2.1,0.37,2.62,1.32,0.88,141.26,25.77,23.35,-25.29,0.53,3.17,0.4,0.33,0.28,0.13,1.24,0.4,1.5
BNk757,2018Q1,-1.56,84.63,-5,102.79,4.63,0.59,4.04,0.67,4.21,4.12,67.89,16.9,13.21,53.93,5.13,0.61,-0.39,-1.25,0.11,4.82,0.7,4.12,2.01,2.34,1.43,0.66,1.61,2.72,1.05,129.29,13.88,12.04,18.03,0.2,4.62,0.15,0.63,0.07,0.05,1.15,0.37,1.5
BNk758,2018Q1,-1.56,84.76,-4.96,102.28,4.64,0.59,4.05,0.66,4.22,4.04,68.1,16.25,12.67,53.93,5.13,0.68,-0.39,-1.24,0.11,4.83,0.79,4.04,2.07,2.34,1.56,0.75,1.71,2.73,1.06,129.25,13.78,12.04,14.21,0.2,4.63,0.15,0.72,0.07,0.05,1.14,0.37,1.5
BNk759,2018Q1,-0.58,82.57,-5.48,100.7,4.5,0.71,3.79,0.26,4.13,3.92,79.31,9.43,8.32,42.48,5.14,0.81,-0.15,-1.37,0.01,4.9,0.98,3.92,2.81,2.35,5.02,0.8,2.26,1.26,1.2,121.68,13.43,12.32,-28.81,0.28,4.62,0.2,0.7,0.29,0.09,0.63,0.75,1.95
BNk760,2018Q1,4.23,65.7,-8.33,92,3.31,0.78,2.53,0.21,2.72,2.58,96.1,31.15,15.89,32.83,3.98,0.94,1.06,-2.08,-0.02,3.57,0.98,2.58,2.53,2.66,1.73,0.92,1.35,1.4,1.29,114.84,33.34,28.04,-30.35,0.73,2.84,0.66,0.79,0.19,0.07,0.11,0.55,1.61
BNk761,2018Q1,23.03,74.95,25.73,84.53,4.27,0.78,3.49,0.49,3.7,3.61,60.22,11.7,9.25,102.54,4.89,0.81,5.76,6.43,0.31,4.53,0.92,3.61,3.03,3.21,1.72,0.92,0.99,1.03,1.57,120.12,6.48,5.88,-36.34,0.59,3.94,0.55,0.91,0.01,0.04,1.66,0.56,1.5
BNk762,2018Q1,7.43,80.19,7.57,93.53,3.9,0.69,3.21,0.16,3.45,3.25,82.72,12.52,8.28,22.86,4.51,0.76,1.86,1.89,0.02,4.19,0.94,3.25,2.25,2.3,2.07,0.85,2.04,1.31,1.46,126.62,9.21,8.45,11.31,0.32,3.87,0.25,0.79,0.15,0.07,0.29,0.85,1.85
BNk763,2018Q1,-2.59,75.75,-5.78,93.01,3.83,0.72,3.11,0.38,3.33,3.11,84.68,13.98,11.64,56.54,4.54,0.81,-0.65,-1.44,0,4.1,0.98,3.11,2.26,2.27,2.23,0.88,2.22,1.39,1.14,127.39,18.6,16.43,0.39,0.44,3.66,0.33,0.81,0.17,0.11,0.59,1.26,2.02
BNk764,2018Q1,2.22,92.49,0.33,127.34,3.74,0.56,3.18,0.09,3.21,3.03,35.6,24.25,13.34,,3.89,0.65,0.56,0.08,0,3.78,0.75,3.03,2.14,,,0.54,1.67,1.16,0.84,131.87,7.38,6.4,9.32,0.13,3.65,,0.44,0.3,,1.52,0.3,2.26
BNk765,2018Q1,8.36,85.17,11.75,97.19,3.88,0.72,3.16,0.16,3.25,3.11,63.72,13,9.52,176.48,4.2,0.78,2.09,2.94,0,3.99,0.88,3.11,2.25,2.41,2.05,0.86,1.32,1.45,1.48,118.56,10.91,9.87,2.57,0.25,3.74,0.14,0.83,0.05,0.1,0.77,1.5,2.25
BNk766,2018Q1,1.37,79.78,-1.59,93.41,4.17,1.19,2.97,0.46,3,2.85,54.06,13.97,8.74,639.56,4.54,1.31,0.34,-0.4,0.02,4.2,1.35,2.85,2.88,2.93,2.03,1.32,1.74,1.83,1.75,111.44,19.2,17.52,-2.12,0.58,3.62,0.56,1.22,0.13,0.03,1.37,2.1,2.85
BNk767,2018Q1,-2.16,88.75,-2.11,98.41,4.48,0.71,3.77,0.35,4,3.9,91.42,16.6,9.81,73.46,4.95,0.78,-0.54,-0.53,0,4.75,0.85,3.9,1.26,0,1.27,0.85,,3.47,1.03,114.25,7.51,6.77,2.34,0.07,4.68,0,0.85,,0.07,0.14,1.02,2.05
BNk768,2018Q1,-1.14,65.24,-1.24,74.56,3.73,0.69,3.03,0.38,3.24,3.14,92.45,20.92,12.11,88.97,4.6,0.79,-0.28,-0.31,0.1,3.97,0.84,3.14,2.45,2.71,1.27,0.84,,1.55,1.42,113.98,32.13,28.24,17.45,0.71,3.26,0.65,0.84,,0.07,0.26,0.65,
BNk769,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.75
BNk770,2018Q1,-0.34,76.75,-1.8,90.24,4.18,0.58,3.6,0.47,3.93,3.84,80.08,15.1,9.89,53.18,5.15,0.65,-0.08,-0.45,0.51,4.57,0.73,3.84,1.96,2.09,1.66,0.67,1.83,2.37,1.35,117.93,7.6,6.85,9.63,0.36,4.21,0.27,0.64,0.09,0.09,0.41,0.74,1.75
BNk771,2018Q1,-3.48,88.37,-8.61,103.23,4.32,0.73,3.6,0.7,3.8,3.59,84.48,11.16,6.71,43.81,4.8,0.77,-0.87,-2.15,0.04,4.56,0.97,3.59,1.72,2.03,0.78,0.74,3.22,1.08,1.05,127.71,2.05,1.91,12.62,0.13,4.43,0.12,0.67,0.31,0.01,0.48,0.15,1.45
BNk772,2018Q1,10.61,87.46,11.91,113.34,10.39,1.29,9.09,1.83,9.2,8.87,56.08,19.27,17,500.16,11.55,1.63,2.65,2.98,1.65,10.51,1.64,8.87,1.31,0.83,1.61,1.64,,2.78,1.62,126.76,12.74,10.58,-17.97,0.13,10.37,0.03,1.64,,0.1,2.36,,
BNk773,2018Q1,1.35,71.71,0.85,86.06,3.36,0.29,3.07,1.01,3.45,3.38,76.03,16.36,9.24,61.7,4.13,0.32,0.34,0.21,0.01,3.78,0.39,3.38,2.31,2.42,1.92,0.23,2.07,1.38,0.61,119.73,14.74,13.38,13.47,0.45,3.33,0.36,0.21,0.19,0.09,0.98,0.2,0.5
BNk774,2018Q1,2.56,62.76,7.12,76.48,3.69,0.57,3.12,0.28,3.33,3.14,64.79,35.06,17.6,51.26,4.62,0.7,0.64,1.78,0,3.94,0.79,3.14,2.54,2.51,2.97,0.79,0.48,1.5,1.31,129.48,33.72,27.79,-2.85,0.84,3.1,0.77,0.79,0,0.07,0.99,0.35,1.41
BNk775,2018Q1,-9.01,54.12,-10.71,64.29,3.87,0.84,3.03,0.15,3.21,3.1,66.26,38.96,15.72,8.13,6.05,0.99,-2.25,-2.68,0.04,4.1,1,3.1,1.46,1.51,1.36,1,,1.09,1.14,112.84,50.26,42.36,-11.14,0.62,3.48,0.43,1,,0.19,0.78,0.95,2.27
BNk776,2018Q1,3.62,93.28,3.45,142.04,4.19,0.39,3.8,0.02,3.89,3.68,49.01,42.4,32.98,25.69,4.39,0.59,0.91,0.86,0,4.29,0.61,3.68,2.04,2.62,1.8,0.61,,1.22,1.09,152.66,7.46,5,-7.41,0.09,4.2,0.03,0.61,,0.06,1.5,1.5,2.1
BNk777,2018Q1,-4.14,92.54,0.37,126.37,4.45,1.09,3.36,0.2,3.54,3.39,63.26,21.06,13.13,35.55,4.75,1.26,-1.03,0.09,0.07,4.68,1.29,3.39,2.37,,,1.17,1.87,1.67,1.53,112.48,2.99,2.6,-15.65,0.06,4.62,,0.97,0.31,,0.79,0.87,
BNk778,2018Q1,21.23,0,0,0,2.14,0.59,1.55,33.72,1.87,1.61,88.61,46.7,31.08,,,0.98,5.31,0,,2.59,0.98,1.61,2.59,2.59,,0.98,,0.98,,140.51,132.97,91.65,4.61,2.59,,2.59,0.98,,,3.13,,
BNk779,2018Q1,2.55,78.6,1.99,88.33,3.93,0.6,3.33,0.11,3.43,3.28,69.96,18.75,10.77,22.89,4.6,0.67,0.64,0.5,0.06,4.04,0.76,3.28,1.57,1.55,1.63,0.76,,1.32,1.18,124.88,22.2,19.81,19.56,0.29,3.76,0.19,0.76,,0.1,0.72,0.25,1.3
BNk780,2018Q1,1.6,71.88,0.33,96.83,3.55,0.47,3.08,2.25,3.61,3.25,69.71,13.57,14.55,143.32,4.41,0.57,0.4,0.08,0.1,4.16,0.92,3.25,2.76,2.78,2.55,0.7,1.97,1,1.33,165.13,13.78,11.77,30.04,0.41,3.75,0.39,0.58,0.33,0.03,1.14,1.8,0.85
BNk781,2018Q1,8.36,85.17,11.76,97.28,3.88,0.72,3.16,0.16,3.27,3.11,63.72,13.1,9.6,176.48,4.2,0.79,2.09,2.94,0,4.01,0.9,3.11,2.37,2.41,2.31,0.88,1.25,2.96,1.2,118.56,10.92,9.87,1.26,0.25,3.76,0.15,0.85,0.05,0.1,0.77,1.5,2.25
BNk782,2018Q1,-6.34,54.5,-1.6,60.55,3.26,0.12,3.14,1.17,3.41,3.36,67.73,15.77,8.86,63.43,4.63,0.14,-1.59,-0.4,-0.18,3.54,0.19,3.36,2.08,2.08,2.07,0.18,1.63,0.9,0.58,134.43,33.49,30.53,13.49,0.89,2.66,0.82,0.18,0,0.06,1.16,0.15,0.75
BNk783,2018Q1,3.51,65.91,-3.85,81.07,3.59,0.5,3.1,0.14,3.34,3.24,121.92,16.7,9.41,17.52,4.73,0.54,0.88,-0.96,0.09,3.87,0.63,3.24,1.82,2.26,1.37,0.52,1.36,0.62,1.06,122.18,24.14,21.87,-2.63,0.54,3.33,0.34,0.45,0.18,0.2,-0.71,1.02,1.56
BNk784,2018Q1,3,76.41,4.03,89.98,3.9,0.86,3.03,0.41,3.13,2.92,85.17,20.32,13.2,57.07,4.43,0.98,0.75,1.01,0.39,4.02,1.1,2.92,2.21,2.21,2.21,1.07,2.35,2.2,1.78,124.29,19.59,17.01,11.77,0.41,3.61,0.32,1.05,0.05,0.09,0.34,0.45,1.36
BNk785,2018Q1,3.68,82.69,9.98,111.17,4.3,0.84,3.45,0.27,3.59,3.41,64.19,13.21,8.79,118.47,4.85,0.93,0.92,2.49,0,4.47,1.06,3.41,2.14,1.94,4.17,0.89,1.71,1.26,1.37,119.09,14.49,13.22,-10.29,0.3,4.17,0.25,0.7,0.36,0.05,0.91,0.6,2.5
BNk786,2018Q1,6.27,85.78,8.79,120.61,4.38,0.78,3.6,0.22,3.73,3.51,75.7,17.16,11.94,34.01,4.81,0.9,1.57,2.2,0.02,4.53,1.02,3.51,2.26,2.06,4.04,0.93,1.37,1.44,1.45,125.35,9.78,8.61,-9.33,0.24,4.29,0.2,0.73,0.29,0.04,0.81,1,2.02
BNk787,2018Q1,7.83,48.92,9.9,53.01,3.38,0.63,2.75,0.76,2.83,2.62,94.08,20.57,6.42,87.16,5.07,0.67,1.96,2.48,-0.04,3.47,0.85,2.62,1.8,1.96,1.65,0.84,2.67,0,1.7,132.88,52.32,48.96,23.71,0.88,2.6,0.45,0.83,0.02,0.43,-0.79,1.25,1.75
BNk788,2018Q1,5.87,82.3,-9.98,110.39,3.31,0.88,2.44,0.08,2.59,2.45,66.01,18.42,11.82,387.79,3.71,0.99,1.47,-2.49,0,3.52,1.07,2.45,2.12,2.61,1.01,0.96,1.68,1.49,1.42,115.91,15.32,13.51,-7.77,0.25,3.27,0.21,0.82,0.24,0.04,0.71,,
BNk789,2018Q1,7.67,0,0,0,1.98,0.02,1.96,55.92,2.18,0.61,85.43,577.6,92.37,,,1.6,1.92,0,,2.21,1.6,0.61,2.21,2.46,,1.6,,,,,,87.16,19.37,2.21,,2.02,1.6,,,7.48,,
BNk790,2018Q1,-0.62,70.64,-2.8,94.75,3.41,0.92,2.5,0.63,2.66,2.48,83.34,12.94,8.46,225.01,3.99,1.02,-0.16,-0.7,-0.01,3.63,1.15,2.48,2.54,2.41,4.22,0.84,2.43,1.49,1.55,116.95,22.22,20.34,14.28,0.62,3.01,0.55,0.68,0.47,0.07,0.45,,
BNk791,2018Q1,0.88,77.45,2.8,100.44,4.29,0.59,3.71,0.54,3.99,3.71,59.5,11.69,11.18,110.94,5.07,0.65,0.22,0.7,-0.07,4.63,0.92,3.71,2.25,2.32,2.07,0.72,1.8,1.55,1.28,146.7,12.09,10.74,36.98,0.35,4.27,0.27,0.59,0.32,0.09,1.34,0.75,1.8
BNk792,2018Q1,5.63,81.91,6.09,97.9,3.71,0.35,3.36,0.44,3.57,3.52,81.2,17.69,9.66,85.61,4.19,0.39,1.41,1.52,0,3.95,0.42,3.52,2.25,2.22,2.29,0.3,2.06,0.63,0.88,113.48,12.66,11.44,7.36,0.28,3.67,0.15,0.28,0.15,0.13,0.48,0.25,1.41
BNk793,2018Q1,3.67,82.16,1.21,97.99,4.14,0.34,3.8,1,4.09,3.9,71.77,13.75,9.93,70.64,4.59,0.42,0.92,0.3,0.02,4.46,0.56,3.9,3.32,2.7,13.49,0.52,0.89,1.16,1.02,130.94,4.94,4.45,18.82,0.35,4.11,0.27,0.47,0.09,0.08,0.94,0.4,0.75
BNk794,2018Q1,-1.25,85.95,-9.32,115.24,3.97,0.48,3.49,0.48,3.68,3.62,69.97,17.67,10.87,69.26,4.35,0.54,-0.31,-2.33,0.03,4.19,0.57,3.62,2.61,2.5,3.17,0.43,1.34,1.43,1.19,111.87,3.88,3.46,-9.3,0.25,3.94,0.2,0.36,0.21,0.05,0.87,0.25,1.15
BNk795,2018Q1,12.17,90.63,7.94,118.08,3.95,0.91,3.04,0.2,3.13,3.01,58.13,13.11,12.01,230.84,4.24,0.97,3.04,1.98,-0.01,4.07,1.07,3.01,2.07,3.24,1.95,1.04,1.26,1.66,1.57,122.69,8.14,7.16,10.26,0.16,3.92,0.02,0.92,0.14,0.13,0.9,0.45,2.15
BNk796,2018Q1,6.36,81.52,-2.56,112.73,3.82,0.42,3.4,0.4,3.6,3.56,67.66,,9.61,95.19,4.29,0.46,1.59,-0.64,0.01,4.04,0.48,3.56,2.36,2.26,3.29,0.38,0.89,1.47,1.09,108.45,3.66,3.31,-16.84,0.31,3.74,0.26,0.31,0.17,0.04,0.74,0.25,1.15
BNk797,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,1.29
BNk798,2018Q1,-82.41,35.28,-19.71,45.43,2.9,0.51,2.4,8.26,2.61,1.59,52.9,18.48,10.31,79.7,4.04,0.55,-20.6,-4.93,0.03,3.16,1.57,1.59,2.5,2.61,1.32,1.17,2.39,2.18,1.99,437.19,13.51,12.12,3.17,1.43,1.73,1.37,0.78,0.79,0.07,2.66,0.3,1
BNk799,2018Q1,-82.62,35.39,-19.94,45.4,2.91,0.4,2.51,8.28,2.75,1.87,52.25,18.59,12.35,79.7,4.04,0.49,-20.66,-4.99,0.03,3.19,1.32,1.87,2.54,2.62,1.63,1.93,0.86,1.7,1.19,482.5,13.53,11.86,3.18,1.45,1.74,1.38,0.83,0.49,0.07,2.79,0.3,1
BNk800,2018Q1,9.6,59.77,11.15,66.62,3.21,0.41,2.8,0.27,2.92,2.84,88.31,24.63,10.2,301.49,4.27,0.46,2.4,2.79,0.01,3.35,0.51,2.84,1.74,1.87,1.66,0.51,,1.15,1.17,119.96,42.22,37.91,31.06,0.63,2.71,0.26,0.51,,0.37,0.27,,
BNk801,2018Q1,47.51,77.51,60.6,94.38,3.99,0.47,3.52,1.15,3.66,2.92,51.48,19.21,12.34,593.43,4.64,0.54,11.88,15.15,0.03,4.14,1.22,2.92,1.84,2.8,1.74,0.99,2.28,1.11,1.55,281.55,23.34,20.46,0.58,0.33,3.81,0.05,0.81,0.41,0.28,1.35,0.6,1.25
BNk802,2018Q1,-0.66,63.81,0.12,72.45,3.25,0.37,2.88,0.22,2.94,2.87,84.9,20.88,10.26,253.28,4.22,0.41,-0.16,0.03,0,3.32,0.45,2.87,1.7,1.82,1.44,0.44,1.47,0.67,1.16,119.79,38.25,34.32,6.57,0.61,2.71,0.45,0.43,0.02,0.16,0.3,0.35,1.36
BNk803,2018Q1,75.49,72.49,73.8,83.18,3.75,0.61,3.14,0.45,3.41,3.24,87.94,14.11,10,56.31,4.64,0.7,18.87,18.45,0.03,4.06,0.82,3.24,2.19,2.18,2.22,0.72,3.94,1.08,1.44,124.31,13.06,11.75,13.54,0.51,3.55,0.43,0.7,0.13,0.08,0.29,0.35,1.5
BNk804,2018Q1,14.52,87.65,17.2,106.3,4.33,0.57,3.75,0.52,3.87,3.79,78.97,14.79,8.52,125.34,4.72,0.63,3.63,4.3,0.15,4.47,0.68,3.79,1.2,0.79,1.27,0.57,1.6,1.09,1.05,115.03,10,9.15,-4.65,0.09,4.38,0.01,0.51,0.17,0.08,0.9,,
BNk805,2018Q1,-21.86,78.81,-27.43,107.21,4.47,0.69,3.78,3.77,3.8,3.53,88.54,16.96,14.86,49.93,4.94,0.81,-5.47,-6.86,0.25,4.49,0.96,3.53,2.07,2.48,1.62,0.76,2.13,1.28,1.3,132.79,17.69,15.06,17.7,0.33,4.16,0.2,0.65,0.31,0.12,0.5,1.1,1.95
BNk806,2018Q1,4.69,79.98,0.48,118.04,3.97,1.03,2.94,0.14,3.06,2.94,86.57,14.91,9.17,319.7,4.48,1.14,1.17,0.12,-0.04,4.14,1.2,2.94,2.39,2.34,2.53,1.08,1.54,1.78,1.46,109.28,16.8,15.26,-16.57,0.39,3.75,0.29,0.81,0.39,0.1,0.33,0.5,2
BNk807,2018Q1,3.83,66.4,1.26,77.39,3.3,0.54,2.76,0.29,2.86,2.59,68.16,16.54,12.43,201.14,3.97,0.62,0.96,0.32,0,3.42,0.83,2.59,2.18,2.2,1.85,0.8,2.49,1.36,1.31,144.44,33.07,28.96,1.01,0.67,2.75,0.64,0.79,0.04,0.03,0.76,1.65,2.05
BNk808,2018Q1,4.63,74.54,8.66,135.69,3.97,0.93,3.04,1.36,3.28,2.85,57.91,15.39,10.55,98.74,4.88,1.04,1.16,2.17,-0.76,4.29,1.44,2.85,2.5,2.88,2.22,0.82,2.08,1.61,1.69,132.73,17.9,16.01,-3.29,0.62,3.67,0.3,0.41,1.03,0.32,1.99,0.67,1.95
BNk809,2018Q1,26.65,61.99,28.11,69.04,3.85,0.08,3.77,0.45,4,3.84,49.14,10.95,9.22,103.83,5.2,0.18,6.66,7.03,0.01,4.08,0.24,3.84,1.69,1.8,1.64,0.17,3.28,0.74,0.39,117.79,34.04,30.9,58.18,0.53,3.55,0.16,0.17,0.07,0.38,1.65,0.7,
BNk810,2018Q1,-0.1,40.57,0.01,45.01,2.76,0.2,2.56,0.3,2.7,2.67,99.17,31.96,9.24,17.47,4.55,0.22,-0.03,0,0.04,2.92,0.25,2.67,1.69,1.8,1.51,0.25,,1.07,0.67,117.75,61.65,55.95,8.88,0.97,1.95,0.64,0.25,,0.33,0.02,,
BNk811,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1.06
BNk812,2018Q1,118.81,70.84,140.87,95.76,3.89,0.7,3.2,1.38,3.63,3.46,87.76,12.37,10.23,55.65,4.77,0.77,29.7,35.22,0.08,4.42,0.96,3.46,2.67,2.67,2.66,0.62,2.16,1.17,1.16,124,14.43,12.95,-28.58,0.44,3.99,0.35,0.48,0.49,0.09,0.15,1.5,1.56
BNk813,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1
BNk814,2018Q1,-4.98,61.28,6.55,75.69,4.08,0.35,3.73,0.83,4.09,3.92,97.16,18.34,13.5,29.42,5.52,0.41,-1.24,1.64,0.52,4.47,0.56,3.92,2.21,2.43,1.64,0.46,1.54,0.46,0.87,145.33,24.38,21.09,24.92,0.7,3.77,0.56,0.42,0.13,0.15,0.07,0.35,1.01
BNk815,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.26
BNk816,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2.02
BNk817,2018Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,2.15
BNk818,2018Q1,0.91,71.57,1.53,96.18,3.46,0.65,2.8,0.47,3.08,3.04,74.01,12.54,8.51,137.07,4.13,0.72,0.23,0.38,-0.2,3.8,0.76,3.04,2.6,2.51,5.18,0.46,2.04,1.46,0.99,105.78,6.49,5.94,-3.06,0.57,3.22,0.53,0.37,0.39,0.04,0.64,,
BNk819,2018Q1,35.01,69.99,105.64,79.88,3.83,0.39,3.45,4.07,3.79,3.51,71.03,17.01,11.15,221.97,5.16,0.48,8.75,26.41,-0.01,4.22,0.71,3.51,1.73,1.63,1.8,0.76,0.26,1.66,0.68,186.54,28.24,25.09,22.74,0.48,3.74,0.19,0.68,0.03,0.29,1.72,1.35,1.25
BNk820,2018Q1,-54.33,47.36,33.63,60.14,2.88,0.2,2.68,4.14,2.84,1.08,97.27,25.93,16.69,,4.37,0.26,-13.58,8.41,-0.06,3.06,1.97,1.08,1.75,2.32,1.41,1.56,2.89,1.4,1.58,,43.22,35.76,61.48,0.88,2.17,0.44,1.08,0.89,0.44,0.15,,
BNk821,2018Q1,3.66,71.79,4.08,88.42,3.85,0.58,3.27,0.76,3.55,3.4,62.05,11.97,10.53,122.71,4.61,0.65,0.91,1.02,0.04,4.18,0.77,3.4,2.67,2.65,3.61,0.66,1.57,1.51,1.26,122.13,15.39,13.77,-41.44,0.6,3.58,0.58,0.58,0.19,0.02,0.97,0.3,1
BNk822,2018Q1,0.09,85.03,-4.71,108.56,3.58,0.3,3.27,0.48,3.49,3.4,90.44,15.55,9.93,104.66,3.98,0.35,0.02,-1.18,0.03,3.82,0.42,3.4,2.1,1.97,2.37,0.23,1.75,0.79,0.58,127.07,10.6,9.55,-0.77,0.18,3.64,0.11,0.2,0.21,0.07,0.35,0.15,0.85
BNk823,2018Q1,35.26,73.21,61.15,80.37,3.44,0.94,2.5,0.1,2.55,2.45,73.94,18.12,8.44,145.77,4.23,1.06,8.82,15.29,0,3.51,1.06,2.45,1.27,0,1.28,1.07,0.64,0,1.39,107.85,28.31,25.92,6.9,0.31,3.2,0,1.04,0.02,0.31,0.48,,
